dname2019,d,total2020,ttotal2020,2010,2016,2017,2018,2020,NAME_NORM,Region,District,0-28 DAYS FEMALE,0-28 DAYS MALE,0-28 DAYS TOTAL,10-19 YEARS FEMALE,10-19 YEARS MALE,10-19YRS TOTAL,20+ YRS FEMALE,20+ YRS MALE,20+ YRS TOTAL,5-9YRS FEMALE,5-9YRS MALE,5-9YRS TOTAL,29 DAYS-4YRS FEMALE,29DAYS - 4YRS MALE,29 DAYS - 4YRS TOTAL,0-28 DAYS (B/S & RDT) FEMALE,0-28 DAYS (B/S & RDT) MALE,0-28 DAYS (B/S & RDT) TOTAL,10-19 YRS (B/S & RDT) FEMALE,10-19 YRS (B/S & RDT) MALE,10-19 YRS (B/S & RDT) TOTAL,20+ (B/S &RDT) FEMALE,20+ (B/S & RDT) MALE,20 + (B/S & RDT) TOTAL,29DAYS-4YRS (B/S & RDT) FEMALE,29DAYS-4YRS (B/S & RDT) MALE,29DAYS-4 YRS (B/S & RDT) TOTAL,5-9YRS (B/S & RDT) FEMALE,5-9YRS (B/S & RDT) MALE,5-9YRS (B/S & RDT) TOTAL,TOTAL CASES CONFIRMED(B/S & RDT),0-28 DAYS FEMALE CT,0-28 DAYS MALE CT,0-28 DAYS TOTAL CT,10-19 YRS FEMALE CT,10-19 YRS MALE CT,10-19 YRS CT TOTAL,20 + YRS FEMALE CT,20 + YRS MALE CT,20 + YRS CT TOTAL,29DAYS - 4YRS FEMALE CT,29 DAYS - 4YRS MALE CT,29 DAYS - 4YRS CT TOTAL,5-9YRS FEMALE CT,5-9YRS MALE CT,5-9YRS CT TOTAL,PREG 10-19YRS,PREG 20 + YRS,TOTAL PREG,TOTAL CASES FEMALE,TOTAL CASES MALE,GRAND TOTAL CASES,<5YRS FEMALES TOTAL,<5YRS MALE TOTAL,< 5YRS GRAND TOTAL,AREA(Km2),TOTAL POPULATION,POPULATION DENSITY(People per km2),CORDINATES (LATITUDE ° N),CORDINATES (LONGITUDE ° E),Incidence_Rate,DIST_NORM,local_I,local_z,local_p,lisa_q,lisa_sig,G_z,G_p,G_hot,G_cold,Year,Cluster_Type
KYANKWANZI,Kyankwanzi,"282,800",282800,KYANKWANZI,KYANKWANZI,KYANKWANZI,KYANKWANZI,KYANKWANZI,KYANKWANZI,North Central,Kyankwanzi District,14,9,23,6392,4227,10619,10067,5854,15921,4031,3182,7213,4705,4436,9141,12,8,20,5896,4043,9939,8971,5365,14336,4396,4201,8597,3844,3034,6878,39770,13,9,22,5564,3730,9294,8430,5047,13477,4042,3890,7932,3543,2780,6323,901,1247,2148,20504,17708,38212,4719,4445,9164,2455,250933.4988,102.2132378,1.2061,31.8164,158.4882058,KYANKWANZI,0.223872863,0.887521882,0.177,3,False,-0.33892067,0.155,False,False,2020,Not Significant
KIBOGA,Kiboga,"171,200",171200,KIBOGA,KIBOGA,KIBOGA,KIBOGA,KIBOGA,KIBOGA,North Central,Kiboga District,4,6,10,8653,7605,16258,12305,9360,21665,5446,4978,10424,5578,5481,11059,4,6,10,8582,7504,16086,12117,8903,21020,5475,5369,10844,5405,4949,10354,58314,30,6,36,8456,7435,15891,11826,8674,20500,5393,5273,10666,5559,4900,10459,172,529,701,26408,27430,53838,5582,5487,11069,1586,168342.5414,106.1428382,0.8658,31.9473,346.4008534,KIBOGA,0.055036257,0.812127495,0.194,3,False,-0.397387705,0.198,False,False,2020,Not Significant
NAKASEKE,Nakaseke,"234,600",234600,NAKASEKE,NAKASEKE,NAKASEKE,NAKASEKE,NAKASEKE,NAKASEKE,North Central,Nakaseke District,25,12,37,10614,9535,20149,16081,15866,31947,7304,6610,13914,6846,6510,13356,22,71,93,10007,9049,19056,14806,12714,27520,6174,5883,12057,6947,6239,13186,71912,22,7,29,9612,9139,18751,14840,13114,27954,9856,5623,15479,6686,6047,12733,185,685,870,34024,38533,72557,6871,6522,13393,3475,228208.6952,65.67156697,1.2231,32.0837,315.1150745,NAKASEKE,0.062096643,0.721592469,0.25,3,False,-0.274631908,0.212,False,False,2020,Not Significant
KASSANDA,Kassanda,"312,700",312700,MUBENDE,MUBENDE,MUBENDE,KASSANDA,KASSANDA,KASSANDA,North Central,Kassanda District,16,10,26,10823,8164,18987,17409,10518,27927,7306,6363,13669,7600,7104,14704,14,4,18,10506,8052,18558,17242,10049,27291,7441,6940,14381,7218,6231,13449,73697,30,6,36,10104,7734,17838,15913,9572,25485,7151,6649,13800,6898,5962,12860,741,1551,2292,35554,32159,67713,7616,7114,14730,1819,296278.7557,162.8800196,0.5761,31.7195,248.7421004,KASSANDA,-0.021129138,-0.056877568,0.393,2,False,0.04778017,0.374,False,False,2020,Not Significant
MBALE,Mbale,"586,300",586300,MBALE,MBALE,MBALE,MBALE,MBALE,MBALE,Bugisu,Mbale District,11,9,20,13834,8310,22144,21691,9568,31259,7775,6119,13894,11468,10586,22054,11,9,20,13785,8275,22060,21497,9504,31001,11386,9825,21211,7752,6081,13833,88125,11,9,20,13678,8201,21879,21270,9423,30693,11308,9752,21060,7681,6022,13703,673,1294,1967,43311,34592,77903,11479,10595,22074,360,260956.3489,724.8787469,1.0344,34.1977,337.700157,MBALE,0.090430703,1.536350673,0.025,3,True,-0.554264598,0.018,False,True,2020,Low-Low
BUKWO,Bukwo,"119,100",119100,BUKWO,BUKWO,BUKWO,BUKWO,BUKWO,BUKWO,Bugisu,Bukwo District,3,0,3,1299,895,2194,3734,1923,5657,497,438,935,766,593,1359,0,0,0,550,547,1097,1145,1035,2180,255,235,490,289,274,563,4330,0,0,0,526,529,1055,1084,985,2069,235,211,446,263,252,515,27,52,79,5533,3849,9382,769,593,1362,525,103632.5039,197.3952454,1.2819,34.7299,41.78225785,BUKWO,0.73145356,1.088690753,0.076,3,False,-0.739938678,0.077,False,False,2020,Not Significant
KAPCHORWA,Kapchorwa,"123,800",123800,KAPCHORWA,KAPCHORWA,KAPCHORWA,KAPCHORWA,KAPCHORWA,KAPCHORWA,Bugisu,Kapchorwa District,20,15,35,1033,875,1908,2527,1923,4450,525,446,971,425,406,831,9,6,15,891,768,1659,2091,1605,3696,327,331,658,466,372,838,6866,9,6,15,868,758,1626,2046,1580,3626,321,327,648,459,368,827,13,47,60,4105,3665,7770,445,421,866,212,121424.9705,572.7592948,1.3514,34.3754,56.54520624,KAPCHORWA,0.701962077,1.089655487,0.075,3,False,-0.740492466,0.076,False,False,2020,Not Significant
BUKEDEA,Bukedea,"259,300",259300,BUKEDEA,BUKEDEA,BUKEDEA,BUKEDEA,BUKEDEA,BUKEDEA,Teso,Bukedea District,20,22,42,15176,7287,22463,21750,7838,29588,7600,5362,12962,10079,8688,18767,18,22,40,14965,7083,22048,20985,7445,28430,9449,8539,17988,7390,5161,12551,81057,18,22,40,15133,6969,22102,20451,7287,27738,9310,8427,17737,7263,5064,12327,942,3048,3990,44546,29197,73743,10099,8710,18809,1032,248003.4467,240.3134173,1.3557,34.1087,326.8381995,BUKEDEA,0.027655475,0.382076555,0.405,3,False,-0.143780308,0.391,False,False,2020,Not Significant
MASINDI,Masindi,"340,500",340500,MASINDI,MASINDI,MASINDI,MASINDI,MASINDI,MASINDI,Bunyoro,Masindi District,36,14,50,13642,9624,23266,20226,13833,34059,8900,7398,16298,10395,9495,19890,36,14,50,12796,9121,21917,18566,12571,31137,9782,8975,18757,8334,7071,15405,87266,36,14,50,12616,8947,21563,18616,12809,31425,9664,8903,18567,8271,6901,15172,310,930,1240,42804,40364,83168,10431,9509,19940,3891,321013.779,82.50161373,1.6873,31.7138,271.8450288,MASINDI,-0.006115116,0.00596053,0.425,2,False,0.014874221,0.423,False,False,2020,Not Significant
BUSIA,Busia,"384,000",384000,BUSIA,BUSIA,BUSIA,BUSIA,BUSIA,BUSIA,Bukedi,Busia District,50,23,73,36556,21989,58545,57971,26175,84146,22703,18017,40720,33289,29059,62348,48,19,67,35621,21470,57091,55306,25389,80695,32327,28281,60608,22234,17729,39963,238424,47,171,218,35420,21362,56782,54432,25179,79611,32073,28139,60212,22109,17630,39739,1095,1842,2937,117280,95263,212543,33339,29082,62421,729,374454.5013,513.6550087,0.4045,34.0196,636.7235517,BUSIA,-0.213301185,-0.5605363,0.296,4,False,-0.307266826,0.331,False,False,2020,Not Significant
KALANGALA,Kalangala,"67,200",67200,KALANGALA,KALANGALA,KALANGALA,KALANGALA,KALANGALA,KALANGALA,South Central,Kalangala District,8,9,17,1758,1681,3439,4628,4646,9274,1103,1022,2125,1454,1385,2839,8,9,17,1698,1656,3354,4442,4462,8904,1337,1273,2610,1052,999,2051,16936,8,9,17,1650,1613,3263,4246,4295,8541,1301,1230,2531,1030,968,1998,309,343,652,7497,8743,16240,1462,1394,2856,452,65596.37205,145.1247169,0.6351,32.5373,258.1850104,KALANGALA,0.177268587,1.047263735,0.112,3,False,-0.458929256,0.116,False,False,2020,Not Significant
NTUNGAMO,Ntungamo,"540,800",540800,NTUNGAMO,NTUNGAMO,NTUNGAMO,NTUNGAMO,NTUNGAMO,NTUNGAMO,Ankole,Ntungamo District,23,23,46,7371,6244,13615,12862,8564,21426,2968,2512,5480,2263,2141,4404,22,20,42,6831,5857,12688,11468,7491,18959,1962,1864,3826,2687,2298,4985,40500,22,20,42,6767,5827,12594,11703,7943,19646,1987,1933,3920,2630,2310,4940,142,517,659,23224,19484,42708,2286,2164,4450,1999,524101.3617,262.1817718,0.9807,30.2513,77.27512836,NTUNGAMO,0.707667708,1.883600003,0.004,3,True,-0.793867619,0.003,False,True,2020,Low-Low
MBARARA,Mbarara,"390,700",390700,MBARARA,MBARARA,MBARARA,MBARARA,MBARARA,MBARARA,Ankole,Mbarara District,2,1,3,1178,967,2145,2484,1787,4271,664,633,1297,690,707,1397,1,0,1,954,809,1763,2102,1471,3573,573,586,1159,528,510,1038,7534,1,0,1,939,796,1735,2081,1465,3546,567,585,1152,515,502,1017,47,137,184,4328,4095,8423,692,708,1400,773,162157.1966,209.7764509,0.6121,30.6373,46.46108935,MBARARA,0.615007764,1.509836859,0.021,3,True,-0.63142562,0.022,False,True,2020,Low-Low
MITOOMA,Mitooma,"194,300",194300,MITOOMA,MITOOMA,MITOOMA,MITOOMA,MITOOMA,MITOOMA,Ankole,Mitooma District,2,7,9,5616,4439,10055,9057,4499,13556,2560,2149,4709,2356,1923,4279,0,4,4,4907,3860,8767,7385,3836,11221,1946,1619,3565,2215,1890,4105,27662,0,4,4,5270,4175,9445,8170,4138,12308,2102,1722,3824,2382,2032,4414,72,280,352,17235,13017,30252,2358,1930,4288,544,207910.702,382.1887905,0.6193,30.0203,133.0475042,MITOOMA,0.668935533,1.806782647,0.001,3,True,-0.906912752,0.002,False,True,2020,Low-Low
NAKASONGOLA,Nakasongola,"215,200",215200,NAKASONGOLA,NAKASONGOLA,NAKASONGOLA,NAKASONGOLA,NAKASONGOLA,NAKASONGOLA,North Central,Nakasongola District,53,30,83,19669,15399,35068,21313,15301,36614,15438,13886,29324,16932,15985,32917,42,19,61,18593,14516,33109,19834,14122,33956,15786,14979,30765,14490,12987,27477,125368,41,17,58,18421,15120,33541,19662,13384,33046,15669,15944,31613,14394,12877,27271,466,1576,2042,56473,60601,117074,16985,16015,33000,3314,207196.8482,62.52168021,1.349,32.4467,605.067119,NAKASONGOLA,-0.020074299,-0.122417317,0.478,4,False,-0.029410326,0.478,False,False,2020,Not Significant
MUBENDE,Mubende,"554,800",554800,MUBENDE,MUBENDE,MUBENDE,MUBENDE,MUBENDE,MUBENDE,North Central,Mubende District,64,71,135,23725,16385,40110,33131,20244,53375,13555,11285,24840,12994,11355,24349,61,71,132,22957,16037,38994,31765,19286,51051,12477,10892,23369,12999,10890,23889,137435,62,70,132,23041,16023,39064,31981,19161,51142,12549,11006,23555,13089,10956,24045,839,2165,3004,70475,59340,129815,13058,11426,24484,2711,475233.8295,175.298351,0.449,31.3542,289.1944796,MUBENDE,0.077746129,0.69670191,0.254,3,False,-0.260589019,0.231,False,False,2020,Not Significant
BUVUMA,Buvuma,"128,900",128900,BUVUMA,BUVUMA,BUVUMA,BUVUMA,BUVUMA,BUVUMA,North Central,Buvuma District,4,2,6,2909,1886,4795,5199,3140,8339,2301,1883,4184,3677,3419,7096,4,2,6,2888,1869,4757,5171,3123,8294,3633,3387,7020,2273,1875,4148,24225,4,2,6,2886,1875,4761,5267,3042,8309,3617,3364,6981,2277,1863,4140,202,470,672,10413,10330,20743,3681,3421,7102,296,40577.34751,137.0856335,0.3765,33.2588,597.0079733,BUVUMA,-0.178610308,-0.643587083,0.259,4,False,-0.308659867,0.297,False,False,2020,Not Significant
SOROTI,Soroti,"363,600",363600,SOROTI,SOROTI,SOROTI,SOROTI,SOROTI,SOROTI,Teso,Soroti District,37,31,68,18872,8274,27146,22764,7357,30121,9626,7046,16672,10124,9320,19444,31,28,59,18489,7997,26486,21831,7011,28842,9942,9182,19124,9345,6828,16173,90684,31,28,59,18309,7800,26109,21560,6912,28472,9767,8941,18708,9189,6790,15979,1316,2519,3835,51299,32028,83327,10161,9351,19512,1034,236630.7495,228.8498545,1.7229,33.528,383.229991,SOROTI,-0.003582796,-0.176087983,0.342,2,False,0.103695574,0.338,False,False,2020,Not Significant
BUNYANGABU,Bunyangabu,"195,100",195100,KABAROLE,KABAROLE,BUNYANGABU,BUNYANGABU,BUNYANGABU,BUNYANGABU,Tooro,Bunyangabu District,9,1,10,3582,3016,6598,5607,4020,9627,1860,1647,3507,1932,9345,11277,10,0,10,3379,2862,6241,5085,3645,8730,1801,1644,3445,1782,1558,3340,21766,10,0,10,3227,2706,5933,4920,3519,8439,1736,38571,40307,1703,1504,3207,67,184,251,11058,18029,29087,1941,9346,11287,466,198021.5857,424.939025,0.4871,30.2051,109.9173099,BUNYANGABU,0.3870384,0.864545813,0.161,3,False,-0.485470183,0.194,False,False,2020,Not Significant
IBANDA,Ibanda,"277,300",277300,IBANDA,IBANDA,IBANDA,IBANDA,IBANDA,IBANDA,Ankole,Ibanda District,17,17,34,20398,16228,36626,34625,22678,57303,9881,8214,18095,8104,6703,14807,8,15,23,19707,15557,35264,32750,21223,53973,7525,6394,13919,9404,7753,17157,120336,11,9,20,19453,15345,34798,32405,20880,53285,7446,6297,13743,9283,7631,16914,414,773,1187,64921,53840,118761,8121,6720,14841,622,283976.8883,456.5544828,0.0966,30.4818,423.7527945,IBANDA,-0.045060477,-1.443521397,0.032,4,True,-0.559857235,0.031,False,True,2020,Low-Low
WAKISO,Wakiso,"2,915,200",2915200,WAKISO,WAKISO,WAKISO,WAKISO,WAKISO,WAKISO,South Central,Wakiso District,331,308,639,37127,31791,68918,78427,60878,139305,25218,23359,48577,29497,28045,57542,180,172,352,27802,24049,51851,59129,40753,99882,21357,18955,40312,18385,17245,35630,228027,193,188,381,27808,23854,51662,56741,43767,100508,21132,19230,40362,18394,16974,35368,1091,6914,8005,141103,144381,285484,29828,28353,58181,1884,2753785.676,1461.669679,0.063,32.4467,82.80491906,WAKISO,0.417753064,1.23963047,0.074,3,False,-0.479437354,0.062,False,False,2020,Not Significant
AMOLATAR,Amolatar,"170,100",170100,AMOLATAR,AMOLATAR,AMOLATAR,AMOLATAR,AMOLATAR,AMOLATAR,Lango,Amolatar District,0,0,0,8194,5035,13229,9912,4633,14545,4170,3657,7827,3888,3812,7700,0,0,0,8101,4999,13100,9604,4548,14152,3789,3721,7510,4154,3645,7799,42561,0,0,0,7932,4932,12864,9420,4431,13851,3717,3669,7386,4089,3578,7667,310,567,877,22276,17137,39413,3888,3812,7700,1163,170846.7994,146.9018051,1.6054,32.8084,249.1179241,AMOLATAR,-0.091993654,-0.497588559,0.257,2,False,0.218939071,0.227,False,False,2020,Not Significant
KAABONG,Kaabong,"125,400",125400,KAABONG,KAABONG,KAABONG,KAABONG,KAABONG,KAABONG,Karamoja,Kaabong District,24,19,43,11411,8101,19512,21115,11821,32936,5983,5119,11102,15451,14652,30103,14,12,26,10820,7673,18493,19082,10536,29618,14708,14001,28709,5782,4829,10611,87457,14,12,26,10615,7531,18146,18637,10520,29157,14375,13668,28043,5654,4726,10380,275,1410,1685,38533,39712,78245,15475,14671,30146,4751,190691.9549,40.13722478,3.5696,34.242,458.6297311,KAABONG,0.029060676,0.270938384,0.31,1,False,0.163456386,0.306,False,False,2020,Not Significant
IGANGA,Iganga,"402,600",402600,IGANGA,IGANGA,IGANGA,IGANGA,IGANGA,IGANGA,Busoga,Iganga District,38,28,66,32022,18354,50376,52871,25050,77921,21090,16244,37334,29955,26648,56603,35,23,58,31019,17591,48610,51023,23951,74974,29103,25811,54914,20304,15463,35767,214323,20,13,33,29506,16789,46295,48011,22468,70479,27773,24634,52407,19408,14824,34232,1979,4322,6301,106021,86324,192345,29993,26676,56669,633,389466.6445,615.2711604,0.7236,33.4832,550.2987304,IGANGA,0.081307179,0.346065323,0.298,1,False,0.188549029,0.266,False,False,2020,Not Significant
NAMAYINGO,Namayingo,"237,000",237000,NAMAYINGO,NAMAYINGO,NAMAYINGO,NAMAYINGO,NAMAYINGO,NAMAYINGO,Busoga,Namayingo District,131,48,179,23459,14516,37975,39489,20646,60135,16534,13286,29820,23114,20501,43615,114,35,149,22846,13977,36823,38237,20041,58278,22513,19926,42439,16056,12831,28887,166576,110,33,143,22578,13848,36426,37840,19717,57557,22208,19629,41837,15895,12699,28594,1399,3138,4537,79613,68997,148610,23245,20549,43794,587,244885.12,417.1807836,0.3426,33.8411,680.2209951,NAMAYINGO,0.008341396,0.0134846,0.422,1,False,0.016351728,0.396,False,False,2020,Not Significant
RUKUNGIRI,Rukungiri,"333,800",333800,RUKUNGIRI,RUKUNGIRI,RUKUNGIRI,RUKUNGIRI,RUKUNGIRI,RUKUNGIRI,Kigezi,Rukungiri District,15,5,20,8226,6970,15196,12978,9354,22332,3648,3161,6809,3991,3480,7471,10,2,12,7713,6617,14330,11561,8525,20086,3514,3033,6547,3444,2972,6416,47391,10,2,12,7494,6430,13924,11240,8340,19580,3385,2924,6309,3341,2908,6249,139,408,547,24867,22970,47837,4006,3485,7491,1381,350222.7174,253.6008091,0.7518,29.9278,135.3167503,RUKUNGIRI,0.617565425,2.139573817,0.001,3,True,-0.844874533,0.001,False,True,2020,Low-Low
PAKWACH,Pakwach,"196,800",196800,NEBBI,NEBBI,PAKWACH,PAKWACH,PAKWACH,PAKWACH,West Nile,Pakwach District,47,40,87,22182,11081,33263,23289,9377,32666,12733,9599,22332,14909,14627,29536,47,39,86,22180,11072,33252,23203,9365,32568,15094,14605,29699,12715,9587,22302,117907,47,39,86,21397,10686,32083,22517,9224,31741,14780,14276,29056,12244,9252,21496,894,2172,3066,58251,44724,102975,14956,14667,29623,877,185796.111,211.8541744,2.4738,31.3999,634.604241,PAKWACH,0.545513377,1.662849575,0.07,1,False,0.810894966,0.056,False,False,2020,Not Significant
RUBANDA,Rubanda,"208,500",208500,KABALE,KABALE,RUBANDA,RUBANDA,RUBANDA,RUBANDA,Kigezi,Rubanda District,1,0,1,159,256,415,673,1609,2282,53,42,95,64,67,131,1,0,1,149,251,400,654,1575,2229,51,53,104,47,36,83,2817,1,0,1,145,250,395,646,1548,2194,50,51,101,45,36,81,6,16,22,886,1974,2860,65,67,132,660,226928.4991,343.8310592,1.1517,29.8352,12.41360169,RUBANDA,0.953711224,1.969422134,0.001,3,True,-0.890472028,0.002,False,True,2020,Low-Low
LUUKA,Luuka,"267,100",267100,LUUKA,LUUKA,LUUKA,LUUKA,LUUKA,LUUKA,Busoga,Luuka District,73,45,118,27949,13899,41848,44769,18314,63083,20088,13877,33965,31004,25721,56725,72,41,113,26805,13264,40069,42635,17504,60139,29599,24582,54181,19215,13258,32473,186975,83,42,125,26922,13423,40345,42982,17638,60620,29967,24804,54771,19187,13342,32529,1769,4201,5970,92879,71856,164735,31077,25766,56843,650,272730.2396,419.5849839,0.7251,33.3037,685.567542,LUUKA,0.212190264,0.549988313,0.23,1,False,0.264725931,0.206,False,False,2020,Not Significant
KALIRO,Kaliro,"288,500",288500,KALIRO,KALIRO,KALIRO,KALIRO,KALIRO,KALIRO,Busoga,Kaliro District,123,81,204,13510,6919,20429,26248,13948,40196,9909,6983,16892,18873,17085,35958,113,67,180,13411,6817,20228,25994,13751,39745,18638,16875,35513,9797,6909,16706,112372,110,65,175,13285,6783,20068,25824,13686,39510,18593,16789,35382,9676,6840,16516,2701,3935,6636,49790,45016,94806,18996,17166,36162,779,255125.7054,327.5041148,0.8927,33.5028,440.4573809,KALIRO,-0.02565396,-0.525242793,0.315,4,False,-0.199873454,0.342,False,False,2020,Not Significant
RUKIGA,Rukiga,"105,400",105400,KABALE,KABALE,RUKIGA,RUKIGA,RUKIGA,RUKIGA,Kigezi,Rukiga District,0,0,0,135,177,312,481,625,1106,44,100,144,63,58,121,0,0,0,121,141,262,453,589,1042,58,49,107,44,48,92,1503,0,0,0,108,127,235,399,547,946,50,41,91,41,43,84,4,10,14,660,960,1620,63,58,121,426,118659.0444,278.5423578,1.1326,30.0434,12.66654394,RUKIGA,1.030683583,1.901443096,0.001,3,True,-0.962307845,0.001,False,True,2020,Low-Low
ZOMBO,Zombo,"283,100",283100,ZOMBO,ZOMBO,ZOMBO,ZOMBO,ZOMBO,ZOMBO,West Nile,Zombo District,13,12,25,15694,10009,25703,17793,8929,26722,7823,6483,14306,11862,11658,23520,11,10,21,15361,9862,25223,17279,8666,25945,11876,11413,23289,7725,6488,14213,88691,11,10,21,14530,9424,23954,16571,8392,24963,10919,10805,21724,7305,6164,13469,492,905,0,41323,37091,78414,11875,11670,23545,939,281289.8136,299.5631668,2.4882,30.8499,315.3011439,ZOMBO,-0.211134534,-1.345212764,0.078,2,False,0.928515999,0.077,False,False,2020,Not Significant
JINJA,Jinja,"515,100",515100,JINJA,JINJA,JINJA,JINJA,JINJA,JINJA,Busoga,Jinja District,81,65,146,21401,12114,33515,38579,18762,57341,14175,10140,24315,22527,18560,41087,72,56,128,20220,11431,31651,35705,17322,53027,21447,17568,39015,13473,9665,23138,146959,72,56,128,20072,11373,31445,35471,17225,52696,21722,17443,39165,13391,9603,22994,907,2155,3062,74236,59641,133877,22608,18625,41233,499,256664.1006,514.3569151,0.5349,33.2139,572.5732569,JINJA,0.133416103,0.516423663,0.238,1,False,0.269607024,0.21,False,False,2020,Not Significant
BUYENDE,Buyende,"414,600",414600,BUYENDE,BUYENDE,BUYENDE,BUYENDE,BUYENDE,BUYENDE,Busoga,Buyende District,26,19,45,12975,6744,19719,20674,9355,30029,10324,7905,18229,21046,19368,40414,26,19,45,12973,6741,19714,20671,9330,30001,21036,19368,40404,10318,7892,18210,108374,26,19,45,12965,6738,19703,20662,9323,29985,21019,19342,40361,10309,7876,18185,1629,3322,4951,43999,43391,87390,21072,19387,40459,1379,369159.5617,267.700915,1.2414,33.1239,293.5695326,BUYENDE,0.008523549,0.136199387,0.491,3,False,-0.031679521,0.487,False,False,2020,Not Significant
KISORO,Kisoro,"315,400",315400,KISORO,KISORO,KISORO,KISORO,KISORO,KISORO,Kigezi,Kisoro District,1,5,6,1236,1403,2639,3149,3104,6253,694,660,1354,986,951,1937,0,2,2,1058,1248,2306,2381,2563,4944,652,594,1246,583,541,1124,9622,0,2,2,1000,1159,2159,23847,2445,26292,612,553,1165,549,506,1055,8,45,53,5080,6123,11203,987,956,1943,690,364929.2236,528.8829328,1.1539,29.6499,26.36675656,KISORO,0.802531993,1.13992805,0.064,3,False,-0.778131994,0.071,False,False,2020,Not Significant
NAKAPIRIPIRIT,Nakapiripirit,"113,300",113300,NAKAPIRIPIRIT,NAKAPIRIPIRIT,NAKAPIRIPIRIT,NAKAPIRIPIRIT,NAKAPIRIPIRIT,NAKAPIRIPIRIT,Karamoja,Nakapiripirit District,35,25,60,6079,4496,10575,10380,7485,17865,5035,4258,9293,13258,13250,26508,9,6,15,4732,3472,8204,7217,5743,12960,11235,11341,22576,4069,3557,7626,51381,7,4,11,4891,3553,8444,7802,5916,13718,11577,11568,23145,4184,3611,7795,480,665,1145,21529,29514,51043,13293,13275,26568,2641,101656.3411,38.49160964,1.7013,34.5971,505.438219,NAKAPIRIPIRIT,-0.066638583,-0.58778721,0.306,4,False,-0.211383629,0.303,False,False,2020,Not Significant
BUKOMANSIMBI,Bukomansimbi,"156,600",156600,BUKOMANSIMBI,BUKOMANSIMBI,BUKOMANSIMBI,BUKOMANSIMBI,BUKOMANSIMBI,BUKOMANSIMBI,South Central,Bukomansimbi District,4,5,9,4203,3456,7659,4857,2896,7753,2907,2688,5595,2981,3001,5982,4,5,9,4180,3440,7620,4797,2879,7676,2941,2973,5914,2892,2677,5569,26788,4,4,8,4173,3442,7615,4773,2867,7640,2935,2966,5901,2891,2714,5605,102,367,469,11971,12046,24017,2985,3006,5991,600,177621.3751,296.0356251,0.1433,31.6055,150.8151819,BUKOMANSIMBI,0.194805565,0.684870592,0.252,3,False,-0.286639557,0.274,False,False,2020,Not Significant
DOKOLO,Dokolo,"215,500",215500,DOKOLO,DOKOLO,DOKOLO,DOKOLO,DOKOLO,DOKOLO,Lango,Dokolo District,14,6,20,18242,8333,26575,21276,6767,28043,9642,7277,16919,11511,10762,22273,11,4,15,17682,8211,25893,20644,6587,27231,11169,10489,21658,9432,7140,16572,91369,11,3,14,17349,8030,25379,20268,6548,26816,10880,10246,21126,9235,6972,16207,1354,2219,3573,49174,33145,82319,11525,10768,22293,1004,201970.6038,201.16594,1.9131,33.1717,452.3876162,DOKOLO,-0.04441623,-0.705361037,0.242,4,False,-0.273730186,0.261,False,False,2020,Not Significant
KWEEN,Kween,"109,500",109500,KWEEN,KWEEN,KWEEN,KWEEN,KWEEN,KWEEN,Bugisu,Kween District,3,3,6,1740,1811,3551,3499,2998,6497,701,741,1442,614,601,1215,3,3,6,1655,1754,3409,3276,2869,6145,586,558,1144,687,724,1411,12115,3,3,6,1504,1634,3138,2945,2649,5594,527,498,1025,598,645,1243,46,106,152,5943,6154,12097,617,604,1221,851,113644.2334,133.5419899,1.4126,34.5528,106.6046172,KWEEN,0.457549017,1.488281699,0.025,3,True,-0.56641862,0.023,False,True,2020,Low-Low
SERERE,Serere,"359,500",359500,SERERE,SERERE,SERERE,SERERE,SERERE,SERERE,Teso,Serere District,7,12,19,10113,5025,15138,11007,3994,15001,4681,3931,8612,3748,3639,7387,3,8,11,9409,4836,14245,9283,3570,12853,3263,3240,6503,4469,3776,8245,41857,4,8,12,12209,4603,16812,8980,3320,12300,3184,3156,6340,4310,3618,7928,477,839,1316,25808,16601,42409,3755,3651,7406,1495,327270.4649,218.9100099,1.4994,33.549,127.897273,SERERE,0.208352911,0.721702852,0.237,3,False,-0.281001975,0.255,False,False,2020,Not Significant
AMURIA,Amuria,"225,000",225000,AMURIA,AMURIA,AMURIA,AMURIA,AMURIA,AMURIA,Teso,Amuria District,25,16,41,29332,13402,42734,28794,9516,38310,14675,10605,25280,14631,13490,28121,18,11,29,29204,13284,42488,28411,9416,37827,14521,13353,27874,14628,10543,25171,133389,16,11,27,27816,12465,40281,26605,8870,35475,13551,12556,26107,13665,9886,23551,1108,2364,3472,72826,47029,119855,14656,13506,28162,1383,221713.2959,160.3133014,2.0302,33.6428,601.6283302,AMURIA,0.029684935,0.047561787,0.409,1,False,0.055177458,0.381,False,False,2020,Not Significant
