,dname2019,d,total2020,ttotal2020,2010,2016,2017,2018,2020,NAME_NORM,Region,District,0-28 DAYS FEMALE,0-28 DAYS MALE,0-28 DAYS TOTAL,10-19 YEARS FEMALE,10-19 YEARS MALE,10-19YRS TOTAL,20+ YRS FEMALE,20+ YRS MALE,20+ YRS TOTAL,5-9YRS FEMALE,5-9YRS MALE,5-9YRS TOTAL,29 DAYS-4YRS FEMALE,29DAYS - 4YRS MALE,29 DAYS - 4YRS TOTAL,0-28 DAYS (B/S & RDT) FEMALE,0-28 DAYS (B/S & RDT) MALE,0-28 DAYS (B/S & RDT) TOTAL,10-19 YRS (B/S & RDT) FEMALE,10-19 YRS (B/S & RDT) MALE,10-19 YRS (B/S & RDT) TOTAL,20+ (B/S &RDT) FEMALE,20+ (B/S & RDT) MALE,20 + (B/S & RDT) TOTAL,29DAYS-4YRS (B/S & RDT) FEMALE,29DAYS-4YRS (B/S & RDT) MALE,29DAYS-4 YRS (B/S & RDT) TOTAL,5-9YRS (B/S & RDT) FEMALE,5-9YRS (B/S & RDT) MALE,5-9YRS (B/S & RDT) TOTAL,TOTAL CASES CONFIRMED(B/S & RDT),0-28 DAYS FEMALE CT,0-28 DAYS MALE CT,0-28 DAYS TOTAL CT,10-19 YRS FEMALE CT,10-19 YRS MALE CT,10-19 YRS CT TOTAL,20 + YRS FEMALE CT,20 + YRS MALE CT,20 + YRS CT TOTAL,29DAYS - 4YRS FEMALE CT,29 DAYS - 4YRS MALE CT,29 DAYS - 4YRS CT TOTAL,5-9YRS FEMALE CT,5-9YRS MALE CT,5-9YRS CT TOTAL,PREG 10-19YRS,PREG 20 + YRS,TOTAL PREG,TOTAL CASES FEMALE,TOTAL CASES MALE,GRAND TOTAL CASES,<5YRS FEMALES TOTAL,<5YRS MALE TOTAL,< 5YRS GRAND TOTAL,AREA(Km2),TOTAL POPULATION,POPULATION DENSITY(People per km2),CORDINATES (LATITUDE ° N),CORDINATES (LONGITUDE ° E),Incidence_Rate,DIST_NORM,local_I,local_z,local_p,lisa_q,lisa_sig,G_z,G_p,G_hot,G_cold,Year
130,HOIMA,Hoima,"374,500",374500.0,HOIMA,HOIMA,HOIMA,HOIMA,HOIMA,HOIMA,Bunyoro,Hoima District,2.0,1.0,3.0,7069.0,4392.0,11461.0,7814.0,3916.0,11730.0,4507.0,3607.0,8114.0,5648.0,5214.0,10862.0,2.0,1.0,3.0,6892.0,4296.0,11188.0,7508.0,3655.0,11163.0,5476.0,5021.0,10497.0,4426.0,3548.0,7974.0,40825.0,2.0,1.0,3.0,6825.0,4274.0,11099.0,7515.0,3656.0,11171.0,5434.0,5016.0,10450.0,117379.0,3520.0,120899.0,515.0,1286.0,1801.0,19392.0,17130.0,36522.0,5650.0,5215.0,10865.0,1341.0,235276.2555,175.4483636,1.6343,31.171,173.5194225751353,HOIMA,0.0970116950490267,0.3592280725455624,0.408,3,False,-0.1591437684108284,0.414,False,False,2020
131,KALAKI,Kalaki,"138,700",138700.0,KABERAMAIDO,KABERAMAIDO,KABERAMAIDO,KABERAMAIDO,KALAKI,KALAKI,Teso,Kalaki District,6.0,5.0,11.0,5715.0,2650.0,8365.0,5622.0,2475.0,8097.0,3237.0,2697.0,5934.0,2632.0,2457.0,5089.0,6.0,5.0,11.0,5705.0,2650.0,8355.0,5622.0,2485.0,8107.0,2632.0,2457.0,5089.0,3237.0,2697.0,5934.0,27496.0,5.0,5.0,10.0,5558.0,2573.0,8131.0,5405.0,2392.0,7797.0,2524.0,2350.0,4874.0,3129.0,2628.0,5757.0,318.0,518.0,836.0,14580.0,10284.0,24864.0,2638.0,2462.0,5100.0,658.0,132298.1315,201.0609902,0.0,0.0,207.83362310751912,KALAKI,0.0904684548091663,0.4520051054443652,0.351,3,False,-0.1742856645311738,0.345,False,False,2020
132,OBONGI,Obongi,"49,100",49100.0,MOYO,MOYO,MOYO,MOYO,OBONGI,OBONGI,West Nile,Obongi District,15.0,23.0,38.0,27900.0,17780.0,45680.0,26519.0,9544.0,36063.0,14579.0,12838.0,27417.0,19878.0,19466.0,39344.0,6.0,10.0,16.0,22585.0,15203.0,37788.0,16026.0,5678.0,21704.0,15664.0,15268.0,30932.0,12771.0,11620.0,24391.0,114831.0,5.0,10.0,15.0,21970.0,14854.0,36824.0,15354.0,5433.0,20787.0,15276.0,14933.0,30209.0,12415.0,11291.0,23706.0,409.0,917.0,1326.0,69013.0,59651.0,128664.0,19893.0,19489.0,39382.0,837.0,88471.6827,105.7009351,3.4335,31.5827,1297.940725162674,OBONGI,7.2954408483576465,5.807170323963796,0.001,1,True,2.9432636701935024,0.001,True,False,2020
133,KAZO,Kazo,"217,600",217600.0,KIRUHURA,KIRUHURA,KIRUHURA,KIRUHURA,KAZO,KAZO,Ankole,Kazo District,2.0,1.0,3.0,8566.0,6756.0,15322.0,11623.0,7364.0,18987.0,4323.0,3798.0,8121.0,3054.0,2561.0,5615.0,2.0,1.0,3.0,7943.0,6396.0,14339.0,10106.0,6620.0,16726.0,2851.0,2375.0,5226.0,4090.0,3612.0,7702.0,43996.0,4.0,1.0,5.0,7617.0,6036.0,13653.0,9746.0,6234.0,15980.0,2767.0,2288.0,5055.0,3932.0,3452.0,7384.0,138.0,341.0,479.0,24514.0,20480.0,44994.0,3056.0,2562.0,5618.0,1558.0,195525.2574,125.4975978,0.3576,32.5571,225.01440778054692,KAZO,0.0760950208756806,0.384722756999536,0.378,3,False,-0.1612794492380569,0.377,False,False,2020
134,ARUA,Terego,"233,700",233700.0,ARUA,ARUA,ARUA,ARUA,TEREGO,TEREGO,West Nile,Terego District,19.0,16.0,35.0,51247.0,31804.0,83051.0,56925.0,18635.0,75560.0,31344.0,24376.0,55720.0,36190.0,34894.0,71084.0,18.0,13.0,31.0,42149.0,26099.0,68248.0,45395.0,15017.0,60412.0,29788.0,28387.0,58175.0,25877.0,19063.0,44940.0,231806.0,17.0,15.0,32.0,46589.0,28860.0,75449.0,49620.0,16243.0,65863.0,40008.0,31893.0,71901.0,28828.0,21631.0,50459.0,1567.0,4516.0,6083.0,139535.0,109725.0,249260.0,36209.0,34910.0,71119.0,1200.0,266398.0692,221.998391,3.171,31.1252,870.1489492627298,TEREGO,-0.4216577048545695,-0.3233561968966169,0.45,4,False,-0.3054195877746194,0.452,False,False,2020
135,ARUA,Arua,"517,300",517300.0,ARUA,ARUA,ARUA,ARUA,ARUA,ARUA,West Nile,Arua District,6.0,3.0,9.0,9532.0,5004.0,14536.0,8429.0,3784.0,12213.0,4701.0,3551.0,8252.0,4025.0,3898.0,7923.0,3.0,1.0,4.0,9509.0,4983.0,14492.0,8148.0,3663.0,11811.0,4004.0,3799.0,7803.0,4697.0,3546.0,8243.0,42353.0,3.0,1.0,4.0,8956.0,4755.0,13711.0,7582.0,3435.0,11017.0,4722.0,1846334.0,1851056.0,4493.0,3406.0,7899.0,319.0,565.0,884.0,22668.0,16240.0,38908.0,4031.0,3901.0,7932.0,800.0,148681.039,185.8512987,3.0018,30.9876,284.8581115982113,ARUA,-0.4216577048545695,-1.2949048671373764,0.079,2,False,1.34395583605588,0.083,False,False,2020
136,MASAKA,Masaka,"335,700",335700.0,MASAKA,MASAKA,MASAKA,MASAKA,MASAKA,MASAKA,South Central,Masaka District,7.0,4.0,11.0,2127.0,1811.0,3938.0,3356.0,2209.0,5565.0,965.0,884.0,1849.0,935.0,837.0,1772.0,7.0,4.0,11.0,2127.0,1811.0,3938.0,3356.0,2186.0,5542.0,935.0,837.0,1772.0,965.0,882.0,1847.0,13110.0,7.0,4.0,11.0,2099.0,1794.0,3893.0,15046.0,35275.0,50321.0,913.0,826.0,1739.0,959.0,878.0,1837.0,69.0,172.0,241.0,7390.0,5745.0,13135.0,1371.0,841.0,2212.0,855.0,112732.1675,131.8504883,0.4464,31.9018,116.29333748062636,MASAKA,0.5345246821613805,1.6206348342573331,0.009,3,True,-0.7137596022143424,0.014,False,True,2021
137,BUTEBO,Butebo,"121,200",121200.0,PALLISA,BUTEBO,BUTEBO,BUTEBO,BUTEBO,BUTEBO,Bukedi,Butebo District,26.0,27.0,53.0,10547.0,4945.0,15492.0,14872.0,4859.0,19731.0,8377.0,6177.0,14554.0,9502.0,8436.0,17938.0,26.0,27.0,53.0,10508.0,4931.0,15439.0,14782.0,4839.0,19621.0,9486.0,8408.0,17894.0,8362.0,6165.0,14527.0,67534.0,25.0,27.0,52.0,10088.0,4432.0,14520.0,93986.0,203558.0,297544.0,9103.0,8134.0,17237.0,7668.0,5574.0,13242.0,275.0,768.0,1043.0,43324.0,24444.0,67768.0,4978.0,8463.0,13441.0,236.0,150783.683,638.9139111,1.2393,33.83,447.8866589297995,BUTEBO,0.0372700209703712,0.2053030861827261,0.345,1,False,0.0944746304025697,0.335,False,False,2021
138,ALEBTONG,Alebtong,"266,100",266100.0,ALEBTONG,ALEBTONG,ALEBTONG,ALEBTONG,ALEBTONG,ALEBTONG,Lango,Alebtong District,50.0,32.0,82.0,18176.0,8163.0,26339.0,24600.0,6883.0,31483.0,11431.0,8883.0,20314.0,15520.0,14135.0,29655.0,50.0,32.0,82.0,18108.0,8111.0,26219.0,24420.0,6816.0,31236.0,15491.0,14097.0,29588.0,11399.0,8848.0,20247.0,107372.0,49.0,32.0,81.0,17935.0,8038.0,25973.0,151778.0,325287.0,477065.0,15231.0,13818.0,29049.0,11292.0,8757.0,20049.0,1121.0,2262.0,3383.0,69777.0,38096.0,107873.0,4579.0,14167.0,18746.0,1534.0,265408.4183,173.0172218,2.2914,33.2139,404.5538596241278,ALEBTONG,0.0425497728603814,0.3837801875301985,0.267,1,False,0.168374404687143,0.257,False,False,2021
139,TORORO,Tororo,"597,500",597500.0,TORORO,TORORO,TORORO,TORORO,TORORO,TORORO,Bukedi,Tororo District,73.0,68.0,141.0,27118.0,16603.0,43721.0,37366.0,15950.0,53316.0,19424.0,15987.0,35411.0,24174.0,22213.0,46387.0,71.0,65.0,136.0,26638.0,16386.0,43024.0,36478.0,15411.0,51889.0,23623.0,21696.0,45319.0,19196.0,15820.0,35016.0,175384.0,73.0,66.0,139.0,26325.0,16214.0,42539.0,246026.0,532611.0,778637.0,23432.0,21523.0,44955.0,18981.0,15677.0,34658.0,1179.0,2094.0,3273.0,108155.0,70821.0,178976.0,8887.0,22281.0,31168.0,4504.0,2213035.221,491.3488502,0.3886,30.3436,79.25043322209285,TORORO,0.0694473143385752,0.2266576996986808,0.474,3,False,-0.0851555329322097,0.478,False,False,2021
140,MOROTO,Moroto,"118,500",118500.0,MOROTO,MOROTO,MOROTO,MOROTO,MOROTO,MOROTO,Karamoja,Moroto District,24.0,14.0,38.0,6376.0,4283.0,10659.0,9307.0,5497.0,14804.0,4032.0,3576.0,7608.0,11351.0,11032.0,22383.0,22.0,14.0,36.0,5909.0,3832.0,9741.0,7822.0,4776.0,12598.0,10750.0,10422.0,21172.0,3831.0,3306.0,7137.0,50684.0,19.0,14.0,33.0,5932.0,3941.0,9873.0,76430.0,181333.0,257763.0,10717.0,10426.0,21143.0,3851.0,3452.0,7303.0,168.0,470.0,638.0,31090.0,24402.0,55492.0,12181.0,11046.0,23227.0,3533.0,103576.8565,29.31697043,2.7495,34.5971,489.3371136437222,MOROTO,0.0518261439171495,0.2149264355189571,0.337,1,False,0.0978741094056534,0.328,False,False,2021
141,KAGADI,Kagadi,"430,200",430200.0,KIBAALE,KAGADI,KAGADI,KAGADI,KAGADI,KAGADI,Bunyoro,Kagadi District,12.0,12.0,24.0,11592.0,7575.0,19167.0,17745.0,10011.0,27756.0,6131.0,4824.0,10955.0,7282.0,6993.0,14275.0,9.0,9.0,18.0,10853.0,7197.0,18050.0,17125.0,9301.0,26426.0,6810.0,6145.0,12955.0,5718.0,4513.0,10231.0,67680.0,8.0,10.0,18.0,10751.0,7080.0,17831.0,82070.0,201424.0,283494.0,6431.0,5947.0,12378.0,5683.0,4411.0,10094.0,1018.0,1712.0,2730.0,42762.0,29415.0,72177.0,6666.0,7005.0,13671.0,1420.0,431311.1198,303.7402252,0.95,30.8,156.9168910631921,KAGADI,0.3561951070976973,1.429450037205217,0.023,3,True,-0.5856714564710055,0.026,False,True,2021
142,KAMULI,Kamuli,"558,500",558500.0,KAMULI,KAMULI,KAMULI,KAMULI,KAMULI,KAMULI,Busoga,Kamuli District,33.0,9.0,42.0,42587.0,23236.0,65823.0,73779.0,34521.0,108300.0,26376.0,19245.0,45621.0,50512.0,41748.0,92260.0,30.0,9.0,39.0,41998.0,22829.0,64827.0,72275.0,33746.0,106021.0,49326.0,40781.0,90107.0,25972.0,18905.0,44877.0,305871.0,30.0,9.0,39.0,40923.0,22280.0,63203.0,396452.0,957397.0,1353849.0,47711.0,39696.0,87407.0,25316.0,18326.0,43642.0,4123.0,7284.0,11407.0,193287.0,118759.0,312046.0,48393.0,41757.0,90150.0,1515.0,523472.4615,345.5263772,0.9187,33.1239,584.311539758047,KAMULI,0.0997216820097764,0.2498452926848288,0.317,1,False,0.1193732701204657,0.323,False,False,2021
143,BUDAKA,Budaka,"253,100",253100.0,BUDAKA,BUDAKA,BUDAKA,BUDAKA,BUDAKA,BUDAKA,Bukedi,Budaka District,13.0,5.0,18.0,11742.0,4857.0,16599.0,16516.0,3826.0,20342.0,10501.0,7745.0,18246.0,15551.0,13566.0,29117.0,13.0,5.0,18.0,11693.0,4828.0,16521.0,16379.0,3765.0,20144.0,15500.0,13487.0,28987.0,10417.0,7722.0,18139.0,83809.0,13.0,5.0,18.0,11493.0,4743.0,16236.0,126760.0,269904.0,396664.0,15173.0,13222.0,28395.0,10284.0,7592.0,17876.0,776.0,1520.0,2296.0,54323.0,29999.0,84322.0,4126.0,13571.0,17697.0,410.0,256945.5833,626.6965447,1.1005,34.0196,326.1741218651257,BUDAKA,-0.0055470840853939,-0.5864310954922537,0.199,2,False,0.2836538340609858,0.215,False,False,2021
144,MARACHA,Maracha,"208,300",208300.0,MARACHA,MARACHA,MARACHA,MARACHA,MARACHA,MARACHA,West Nile,Maracha District,141.0,145.0,286.0,29893.0,14789.0,44682.0,31336.0,8763.0,40099.0,18253.0,12694.0,30947.0,17323.0,15948.0,33271.0,141.0,144.0,285.0,28339.0,14017.0,42356.0,29445.0,8309.0,37754.0,16241.0,15010.0,31251.0,17309.0,12028.0,29337.0,140983.0,141.0,144.0,285.0,29077.0,14408.0,43485.0,208716.0,451061.0,659777.0,16946.0,15625.0,32571.0,17806.0,12370.0,30176.0,1576.0,4039.0,5615.0,96946.0,52339.0,149285.0,15767.0,16093.0,31860.0,440.0,218938.6415,497.5878216,3.2873,30.9403,643.9384068252748,MARACHA,0.5610600219131223,0.7533104018160117,0.151,1,False,0.5223214811967875,0.142,False,False,2021
145,BUIKWE,Buikwe,"474,100",474100.0,BUIKWE,BUIKWE,BUIKWE,BUIKWE,BUIKWE,BUIKWE,North Central,Buikwe District,44.0,18.0,62.0,17115.0,14064.0,31179.0,31039.0,20409.0,51448.0,11158.0,8763.0,19921.0,15491.0,13924.0,29415.0,36.0,17.0,53.0,15945.0,11256.0,27201.0,27397.0,18939.0,46336.0,14442.0,12928.0,27370.0,10618.0,8344.0,18962.0,119922.0,35.0,17.0,52.0,15735.0,11142.0,26877.0,146522.0,379420.0,525942.0,14258.0,12766.0,27024.0,10496.0,8224.0,18720.0,983.0,2238.0,3221.0,74847.0,57178.0,132025.0,17440.0,13942.0,31382.0,1270.0,488794.4368,384.8775093,0.2827,0.0,245.34239952708072,BUIKWE,0.0233488522068105,0.1994765060150592,0.482,3,False,-0.0792448626270654,0.493,False,False,2021
146,LUWERO,Luwero,"523,600",523600.0,LUWERO,LUWERO,LUWERO,LUWERO,LUWERO,LUWERO,North Central,Luwero District,160.0,115.0,275.0,22026.0,18714.0,40740.0,27776.0,17224.0,45000.0,12982.0,12529.0,25511.0,13311.0,12179.0,25490.0,78.0,92.0,170.0,20265.0,17405.0,37670.0,25287.0,15885.0,41172.0,11503.0,11223.0,22726.0,12097.0,11621.0,23718.0,125456.0,70.0,111.0,181.0,20161.0,17259.0,37420.0,168090.0,392576.0,560666.0,11417.0,11298.0,22715.0,12002.0,11622.0,23624.0,943.0,2760.0,3703.0,76255.0,60761.0,137016.0,18460.0,12294.0,30754.0,2216.0,563363.6111,254.2254563,0.8271,0.0,222.69098949262963,LUWERO,0.1953219949222895,1.15784731945846,0.07,3,False,-0.5132597801094609,0.077,False,False,2021
147,MPIGI,Mpigi,"286,600",286600.0,MPIGI,MPIGI,MPIGI,MPIGI,MPIGI,MPIGI,South Central,Mpigi District,12.0,11.0,23.0,3252.0,2735.0,5987.0,7646.0,5940.0,13586.0,1505.0,1416.0,2921.0,2056.0,1998.0,4054.0,7.0,11.0,18.0,3055.0,2619.0,5674.0,6936.0,5415.0,12351.0,1849.0,1826.0,3675.0,1408.0,1359.0,2767.0,24485.0,6.0,11.0,17.0,2936.0,2560.0,5496.0,23910.0,69656.0,93566.0,1755.0,1743.0,3498.0,1349.0,1311.0,2660.0,77.0,402.0,479.0,14471.0,12100.0,26571.0,3240.0,2009.0,5249.0,1204.0,301691.0112,250.5739296,0.2274,32.3249,81.15919630024429,MPIGI,0.4438603162706209,1.2520142421402878,0.051,3,False,-0.51250194050297,0.061,False,False,2021
148,KAYUNGA,Kayunga,"407,700",407700.0,KAYUNGA,KAYUNGA,KAYUNGA,KAYUNGA,KAYUNGA,KAYUNGA,North Central,Kayunga District,16.0,19.0,35.0,14895.0,9052.0,23947.0,22324.0,11875.0,34199.0,8105.0,6515.0,14620.0,12079.0,11362.0,23441.0,16.0,39.0,55.0,14765.0,8985.0,23750.0,22190.0,11839.0,34029.0,11958.0,11266.0,23224.0,8039.0,6457.0,14496.0,95554.0,16.0,18.0,34.0,14617.0,8858.0,23475.0,122458.0,297637.0,420095.0,11770.0,11136.0,22906.0,7927.0,6394.0,14321.0,1156.0,2546.0,3702.0,57419.0,38823.0,96242.0,23295.0,11381.0,34676.0,1596.0,416507.3038,260.9694886,0.7014,32.9029,229.41734545400303,KAYUNGA,0.017904251883041,0.1760440200756592,0.493,3,False,-0.0525228666308601,0.494,False,False,2021
149,KYANKWANZI,Kyankwanzi,"282,800",282800.0,KYANKWANZI,KYANKWANZI,KYANKWANZI,KYANKWANZI,KYANKWANZI,KYANKWANZI,North Central,Kyankwanzi District,11.0,7.0,18.0,5878.0,3820.0,9698.0,10539.0,5337.0,15876.0,3353.0,2920.0,6273.0,4434.0,4304.0,8738.0,9.0,5.0,14.0,5270.0,3516.0,8786.0,8316.0,6388.0,14704.0,3997.0,3902.0,7899.0,3075.0,2686.0,5761.0,37164.0,9.0,5.0,14.0,5069.0,3380.0,8449.0,44246.0,117408.0,161654.0,3803.0,3715.0,7518.0,2986.0,2564.0,5550.0,1608.0,1067.0,2675.0,24215.0,16388.0,40603.0,4716.0,4311.0,9027.0,2455.0,257542.4177,104.9052618,1.2061,31.8164,144.30244280493918,KYANKWANZI,0.3254418168382473,1.3384419028287995,0.038,3,True,-0.5002005118130937,0.055,False,False,2021
150,KIBOGA,Kiboga,"171,200",171200.0,KIBOGA,KIBOGA,KIBOGA,KIBOGA,KIBOGA,KIBOGA,North Central,Kiboga District,1.0,5.0,6.0,6139.0,12661.0,18800.0,10088.0,6987.0,17075.0,3609.0,3318.0,6927.0,4347.0,4339.0,8686.0,1.0,5.0,6.0,6037.0,5343.0,11380.0,9624.0,6693.0,16317.0,4116.0,4003.0,8119.0,3528.0,3241.0,6769.0,42591.0,1.0,5.0,6.0,5928.0,5186.0,11114.0,52016.0,139397.0,191413.0,4048.0,3961.0,8009.0,3487.0,3168.0,6655.0,182.0,569.0,751.0,24184.0,27310.0,51494.0,5579.0,4344.0,9923.0,1586.0,171952.8458,108.4191966,0.8658,31.9473,247.68999781217929,KIBOGA,0.1451768880318212,1.0100016885150838,0.105,3,False,-0.4942964029654677,0.125,False,False,2021
151,MUKONO,Mukono,"701,400",701400.0,MUKONO,MUKONO,MUKONO,MUKONO,MUKONO,MUKONO,North Central,Mukono District,54.0,40.0,94.0,17074.0,13330.0,30404.0,29460.0,17924.0,47384.0,10224.0,8865.0,19089.0,11246.0,10704.0,21950.0,37.0,21.0,58.0,16369.0,12766.0,29135.0,27539.0,16874.0,44413.0,10495.0,9993.0,20488.0,9809.0,8445.0,18254.0,112348.0,35.0,19.0,54.0,15943.0,12449.0,28392.0,134376.0,334732.0,469108.0,10305.0,9807.0,20112.0,9596.0,8282.0,17878.0,593.0,2443.0,3036.0,68058.0,50863.0,118921.0,14838.0,10744.0,25582.0,1831.0,813642.8462,444.3707516,0.2835,0.0,138.08024064207643,MUKONO,0.2852446687577138,1.1398792542175162,0.073,3,False,-0.4252810600210837,0.08,False,False,2021
152,NAKASEKE,Nakaseke,"234,600",234600.0,NAKASEKE,NAKASEKE,NAKASEKE,NAKASEKE,NAKASEKE,NAKASEKE,North Central,Nakaseke District,3.0,3.0,6.0,7755.0,6197.0,13952.0,11730.0,9553.0,21283.0,4557.0,4209.0,8766.0,4633.0,4554.0,9187.0,2.0,2.0,4.0,7212.0,5962.0,13174.0,10169.0,7886.0,18055.0,4104.0,4066.0,8170.0,4305.0,3986.0,8291.0,47694.0,2.0,2.0,4.0,6962.0,5733.0,12695.0,58320.0,147101.0,205421.0,4026.0,3891.0,7917.0,4146.0,3853.0,7999.0,252.0,764.0,1016.0,28678.0,24516.0,53194.0,6849.0,4557.0,11406.0,3475.0,233797.356,67.27981469,1.2231,32.0837,203.9971743735203,NAKASEKE,0.2224443327497127,1.3406003779652158,0.039,3,True,-0.4996588558313,0.057,False,False,2021
153,KASSANDA,Kassanda,"312,700",312700.0,MUBENDE,MUBENDE,MUBENDE,KASSANDA,KASSANDA,KASSANDA,North Central,Kassanda District,13.0,12.0,25.0,7820.0,5728.0,13548.0,13257.0,7436.0,20693.0,5060.0,4300.0,9360.0,6004.0,5449.0,11453.0,7.0,6.0,13.0,7593.0,5737.0,13330.0,12967.0,7307.0,20274.0,5715.0,5335.0,11050.0,4960.0,4271.0,9231.0,53898.0,7.0,6.0,13.0,7338.0,5523.0,12861.0,66310.0,162215.0,228525.0,5563.0,5167.0,10730.0,4745.0,4098.0,8843.0,685.0,1964.0,2649.0,32154.0,22925.0,55079.0,7613.0,5461.0,13074.0,1819.0,300614.9413,165.263849,0.5761,31.7195,179.29248548631605,KASSANDA,-0.0253990545488457,-0.0973043796141675,0.396,2,False,0.0435344383676316,0.391,False,False,2021
154,MBALE,Mbale,"586,300",586300.0,MBALE,MBALE,MBALE,MBALE,MBALE,MBALE,Bugisu,Mbale District,163.0,122.0,285.0,12625.0,7827.0,20452.0,19500.0,9474.0,28974.0,7941.0,6264.0,14205.0,11412.0,10091.0,21503.0,154.0,120.0,274.0,12535.0,7778.0,20313.0,19171.0,9416.0,28587.0,11199.0,9926.0,21125.0,7847.0,6184.0,14031.0,84330.0,154.0,120.0,274.0,12351.0,7715.0,20066.0,110992.0,258059.0,369051.0,11119.0,9835.0,20954.0,7801.0,6160.0,13961.0,1509.0,1371.0,2880.0,51641.0,33778.0,85419.0,11631.0,10213.0,21844.0,360.0,268014.692,744.4852555,1.0344,34.1977,314.64692987800834,MBALE,0.01045811433607,0.5320319170824234,0.323,3,False,-0.1746963876917191,0.334,False,False,2021
155,BUKWO,Bukwo,"119,100",119100.0,BUKWO,BUKWO,BUKWO,BUKWO,BUKWO,BUKWO,Bugisu,Bukwo District,0.0,0.0,0.0,2206.0,1847.0,4053.0,2655.0,2462.0,5117.0,1333.0,1192.0,2525.0,1070.0,953.0,2023.0,0.0,0.0,0.0,1822.0,1576.0,3398.0,2061.0,2001.0,4062.0,868.0,769.0,1637.0,1119.0,999.0,2118.0,11215.0,0.0,0.0,0.0,1785.0,1532.0,3317.0,14144.0,36026.0,50170.0,851.0,763.0,1614.0,1105.0,993.0,2098.0,76.0,124.0,200.0,7264.0,6454.0,13718.0,766.0,953.0,1719.0,525.0,106224.5019,202.3323845,1.2819,34.7299,105.5782780752206,BUKWO,0.5591515838201693,1.0279636956291127,0.091,3,False,-0.7117245101332198,0.11,False,False,2021
156,KAPCHORWA,Kapchorwa,"123,800",123800.0,KAPCHORWA,KAPCHORWA,KAPCHORWA,KAPCHORWA,KAPCHORWA,KAPCHORWA,Bugisu,Kapchorwa District,4.0,3.0,7.0,913.0,830.0,1743.0,2017.0,1445.0,3462.0,478.0,424.0,902.0,429.0,399.0,828.0,4.0,3.0,7.0,853.0,800.0,1653.0,1860.0,1380.0,3240.0,405.0,376.0,781.0,456.0,411.0,867.0,6548.0,4.0,3.0,7.0,844.0,793.0,1637.0,6584.0,17645.0,24229.0,400.0,369.0,769.0,452.0,409.0,861.0,9.0,27.0,36.0,3841.0,3101.0,6942.0,429.0,402.0,831.0,212.0,124365.4325,586.6293984,1.3514,34.3754,52.65128636126441,KAPCHORWA,0.7273456891782003,1.0872426791624843,0.07,3,False,-0.7522313025684761,0.089,False,False,2021
157,BUKEDEA,Bukedea,"259,300",259300.0,BUKEDEA,BUKEDEA,BUKEDEA,BUKEDEA,BUKEDEA,BUKEDEA,Teso,Bukedea District,14.0,13.0,27.0,9429.0,4294.0,13723.0,15754.0,5672.0,21426.0,4005.0,2732.0,6737.0,5581.0,5020.0,10601.0,14.0,13.0,27.0,9421.0,4272.0,13693.0,15597.0,5648.0,21245.0,5541.0,5008.0,10549.0,4002.0,2730.0,6732.0,52246.0,14.0,13.0,27.0,9302.0,4227.0,13529.0,61674.0,155901.0,217575.0,5385.0,4890.0,10275.0,3910.0,2687.0,6597.0,1050.0,2468.0,3518.0,34783.0,17731.0,52514.0,10093.0,5033.0,15126.0,1032.0,256293.5679,248.3464805,1.3557,34.1087,203.85217010356348,BUKEDEA,-0.0264092597954592,-0.105799388540823,0.387,2,False,0.0555309759672199,0.365,False,False,2021
158,KABAROLE,Kabarole,"337,800",337800.0,KABAROLE,KABAROLE,KABAROLE,KABAROLE,KABAROLE,KABAROLE,Tooro,Kabarole District,15.0,1.0,16.0,3603.0,3102.0,6705.0,8163.0,6148.0,14311.0,2020.0,1790.0,3810.0,2409.0,2254.0,4663.0,1.0,1.0,2.0,3059.0,2682.0,5741.0,6902.0,5153.0,12055.0,1997.0,1745.0,3742.0,1780.0,1590.0,3370.0,24910.0,1.0,1.0,2.0,2970.0,2580.0,5550.0,25328.0,74353.0,99681.0,1860.0,1663.0,3523.0,1634.0,1472.0,3106.0,44.0,211.0,255.0,16210.0,13295.0,29505.0,1575.0,2255.0,3830.0,1184.0,219719.8361,185.5741859,0.6833,0.0,113.3716483779955,KABAROLE,0.2997269995296236,1.0697554099365936,0.088,3,False,-0.3974836214247784,0.109,False,False,2021
159,MASINDI,Masindi,"340,500",340500.0,MASINDI,MASINDI,MASINDI,MASINDI,MASINDI,MASINDI,Bunyoro,Masindi District,9.0,4.0,13.0,5380.0,3951.0,9331.0,10702.0,8003.0,18705.0,3159.0,2639.0,5798.0,4613.0,4238.0,8851.0,7.0,2.0,9.0,5121.0,3637.0,8758.0,9718.0,6619.0,16337.0,4395.0,3913.0,8308.0,2970.0,2467.0,5437.0,38849.0,7.0,2.0,9.0,5040.0,3597.0,8637.0,44782.0,124276.0,169058.0,4303.0,3856.0,8159.0,2889.0,2434.0,5323.0,189.0,567.0,756.0,23863.0,18835.0,42698.0,10404.0,4242.0,14646.0,3891.0,326287.688,83.85702596,1.6873,31.7138,119.06364055023737,MASINDI,0.2219520819635464,0.8177000422857025,0.18,3,False,-0.3034012468090356,0.188,False,False,2021
